gene_id	chr_id	transcript_length	gene_group	description	GO-labels
Ec-25_002510	chr_25	1710		Ribosomal protein S8e/ribosomal biogenesis NSA2	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Ec-25_002520	chr_25	2811		Cyclin-like	   
Ec-25_002530	chr_25	3313		Phox homologous domain	GO:0035091
Ec-25_002540	chr_25	1217		expressed unknown protein	   
Ec-25_002550	chr_25	1914		Nucleotide-binding alpha-beta plait domain	GO:0000166
Ec-25_002560	chr_25	2299		Ribonuclease H-like domain	GO:0003676
Ec-25_002570	chr_25	1479		40S ribosomal protein S12	NA
Ec-25_002580	chr_25	1123		Ribosomal protein L37ae/L37e	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Ec-25_002590	chr_25	1255		Nucleoporin Nup54 alpha-helical domain	   
Ec-25_002600	chr_25	3849		Ankyrin repeat-containing domain	   
Ec-25_002610	chr_25	4424		expressed unknown protein	   
Ec-25_002620	chr_25	557		conserved unknown protein	   
Ec-25_002630	chr_25	417		hypothetical protein	GO:0004842,GO:0005622,GO:0006464,GO:0006512
Ec-25_002640	chr_25	3672		Zinc finger PHD-type	GO:0005515,GO:0008270
Ec-25_002650	chr_25	1698		hypothetical protein	   
Ec-25_002660	chr_25	4753		Tetratricopeptide-like helical domain	GO:0005515
Ec-25_002670	chr_25	2326	SBG-female	Protein of unknown function DUF775	   
Ec-25_002680	chr_25	2971		Protein of unknown function DUF583	   
Ec-25_002690	chr_25	2474		Pentatricopeptide repeat	   
Ec-25_002700	chr_25	5369		DExx box DNA helicase domain	GO:0003677,GO:0004003,GO:0005524,GO:0006281
Ec-25_002710	chr_25	195		Hypothetical protein	   
Ec-25_002720	chr_25	285		conserved unknown protein	   
Ec-25_002730	chr_25	4247		Bicarbonate transporter eukaryotic	GO:0005452,GO:0006820,GO:0016020
Ec-25_002740	chr_25	2446		expressed unknown protein	   
Ec-25_002750	chr_25	3292		Pyridoxal phosphate-dependent transferase major region subdomain 1	GO:0003824,GO:0030170
Ec-25_002760	chr_25	2011		hydroxymethylbilane synthase putative chloroplast precursor	GO:0004418,GO:0033014
Ec-25_002770	chr_25	5470		Enhancer of polycomb-like N-terminal	   
Ec-25_002780	chr_25	2612		Rab-GTPase-TBC domain	GO:0005097,GO:0032313
Ec-25_002790	chr_25	2553		expressed unknown protein	   
Ec-25_002800	chr_25	3994		LETM1-like	NA
Ec-25_002810	chr_25	7781		Armadillo-like helical	GO:0005488
Ec-25_002820	chr_25	431		hypothetical protein	   
Ec-25_002830	chr_25	456		hypothetical protein	   
Ec-25_002840	chr_25	270	SBG-female	hypothetical protein	   
Ec-25_002850	chr_25	441	SBG-female	hypothetical protein	   
Ec-25_002860	chr_25	2070		flagellar associated protein	 ,GO:0005515
Ec-25_002870	chr_25	1830		S-adenosyl-L-methionine-dependent methyltransferase	GO:0008152,GO:0008168
Ec-25_002880	chr_25	3745		Tetratricopeptide TPR1	GO:0005515
Ec-25_002890	chr_25	1281		NnrU	NA
Ec-25_002900	chr_25	795		expressed unknown protein	   
Ec-25_002910	chr_25	2592		GHMP kinase C-terminal domain	   
Ec-25_002920	chr_25	609		EF-hand domain	GO:0005509
Ec-25_002930	chr_25	4679		P-loop containing nucleoside triphosphate hydrolase	GO:0000184,GO:0003677,GO:0004386,GO:0005524,GO:0005737,GO:0008270 
Ec-25_002940	chr_25	3373		Signal transduction histidine kinase phosphotransfer (Hpt) domain	GO:0000160,GO:0004871
Ec-25_002950	chr_25	1575		CBS domain	   
Ec-25_002960	chr_25	5066		hypothetical protein	   
Ec-25_002980	chr_25	843		S-adenosyl-L-methionine-dependent methyltransferase	GO:0018024 
Ec-25_002990	chr_25	3543		Hypothetical protein	   
Ec-25_003000	chr_25	1845		Ran binding domain	GO:0046907
Ec-25_003010	chr_25	2286		CS domain	   
Ec-25_003020	chr_25	2749		Peptidase M16 C-terminal domain	GO:0003824,GO:0046872
Ec-25_003030	chr_25	3870		snRNA-activating protein complex subunit 3	GO:0031177
Ec-25_003040	chr_25	3473	SBG-male	hypothetical protein	   
Ec-25_003050	chr_25	3610		Hypothetical protein	   
Ec-25_003070	chr_25	6416		RNA polymerase III largest subunit	GO:0003677,GO:0003899,GO:0006350
Ec-25_003090	chr_25	4271		Histone H3-K79 methyltransferase	GO:0005634,GO:0031151,GO:0034729,GO:0051726
Ec-25_003100	chr_25	2720		protoporphyrinogen oxidase putative chloroplast precursor	GO:0004729,GO:0006118,GO:0006779,GO:0055114
Ec-25_003110	chr_25	1088		Protein of unknown function DUF3743	   
Ec-25_003120	chr_25	1275		conserved unknown protein	   
Ec-25_003130	chr_25	2043		Serine/threonine/dual specificity protein kinase catalytic  domain	GO:0004672,GO:0005524,GO:0006468
Ec-25_003140	chr_25	2647		expressed unknown protein	   
Ec-25_003150	chr_25	1709		hypothetical protein	   
Ec-25_003160	chr_25	3798		P-type ATPase subfamily IV	GO:0000287,GO:0004012,GO:0005524,GO:0015914,GO:0016021
Ec-25_003170	chr_25	198		HAD-like domain	   
Ec-25_003180	chr_25	3681		conserved unknown protein	   
Ec-25_003210	chr_25	2321		P-loop containing nucleoside triphosphate hydrolase	   
Ec-25_003220	chr_25	3956		Zinc finger RING/FYVE/PHD-type	   
Ec-25_003230	chr_25	2550	GBG-gametophyte	GMP phosphodiesterase delta subunit	   
Ec-25_003240	chr_25	2806		RNA-binding	GO:0008270,GO:0005622
Ec-25_003250	chr_25	3011		PLC-like phosphodiesterase TIM beta/alpha-barrel domain	GO:0006629,GO:0008081
Ec-25_003260	chr_25	1156		Hypothetical protein	   
Ec-25_003270	chr_25	1584		PLC-like phosphodiesterase TIM beta/alpha-barrel domain	GO:0006629,GO:0008081
Ec-25_003280	chr_25	1977		Glycosyltransferase AER61 uncharacterised	GO:0016757
Ec-25_003290	chr_25	2154	SBG-female,GBG-sporophyte	Glycosyltransferase AER61 uncharacterised	GO:0016757
Ec-25_003300	chr_25	849		Hypothetical protein	   
Ec-25_003310	chr_25	915		Hypothetical protein	   
Ec-25_003320	chr_25	3197		Protein phosphatase 2A regulatory B subunit B56	GO:0000159,GO:0007165,GO:0008601
Ec-25_003330	chr_25	1464		expressed unknown protein	   
Ec-25_003340	chr_25	1197		expressed unknown protein	   
Ec-25_003350	chr_25	621		EsV-1-199	   
Ec-25_003360	chr_25	1648		Alpha/beta hydrolase fold-1	   
Ec-25_003370	chr_25	7913		LRR-GTPase of the ROCO family	GO:0005515
Ec-25_003380	chr_25	4150		conserved unknown protein	   
Ec-25_003400	chr_25	1344		Mannuronan C-5-epimerase N-terminal fragment	GO:0030170,GO:0006520
Ec-25_003410	chr_25	3996		Glycosyltransferase AER61 uncharacterised	GO:0016757
Ec-25_003420	chr_25	2028	GBG-sporophyte	Glycosyltransferase AER61 uncharacterised	GO:0016757
Ec-25_003450	chr_25	2161		hypothetical protein	   
Ec-25_003460	chr_25	243		hypothetical protein	   
Ec-25_003470	chr_25	352		expressed unknown protein	GO:0003723,GO:0042025
Ec-25_003480	chr_25	1269	GBG-sporophyte	Tetratricopeptide repeat containing protein	NA
Ec-25_003490	chr_25	1878	GBG-gametophyte	Carbohydrate-binding WSC subgroup	   
Ec-25_003500	chr_25	1257		Hypothetical protein	   
Ec-25_003510	chr_25	3051		Tetratricopeptide repeat containing protein	NA
Ec-25_003520	chr_25	999		Hypothetical protein	   
Ec-25_003530	chr_25	735		hypothetical protein	   
Ec-25_003540	chr_25	3204		Protein of unknown function DUF3411 plant	   
Ec-25_003550	chr_25	1725		Glyceraldehyde 3-phosphate dehydrogenase catalytic domain	GO:0016620,GO:0055114
Ec-25_003560	chr_25	3357		Winged helix-turn-helix DNA-binding domain	GO:0005215,GO:0005488,GO:0006810 
Ec-25_003580	chr_25	1985		Transcription elongation factor TFIIS/CRSP70 N-terminal sub-type	GO:0005634,GO:0006351
Ec-25_003590	chr_25	2516		Flavin monooxygenase-like	GO:0004499,GO:0050660,GO:0050661,GO:0055114
Ec-25_003600	chr_25	1721		RNA-binding motif	   
Ec-25_003620	chr_25	1042		expressed unknown protein	   
Ec-25_003630	chr_25	2163		expressed unknown protein	   
Ec-25_003640	chr_25	2300		Hypothetical leucine rich repeat protein	GO:0005515
Ec-25_003650	chr_25	4567		expressed unknown protein	   
Ec-25_003660	chr_25	2071		expressed unknown protein	   
Ec-25_003670	chr_25	3024		hypothetical protein	   
Ec-25_003680	chr_25	1529		RGS domain	GO:0038032
Ec-25_003690	chr_25	702		Hypothetical protein	   
Ec-25_003700	chr_25	613		Hypothetical protein	   
Ec-25_003710	chr_25	1494		Plastid lipid-associated protein/fibrillin conserved domain	GO:0005198
Ec-25_003720	chr_25	1299		Uncharacterised protein family UPF0139	   
Ec-25_003730	chr_25	2235		Glutathione S-transferase C-terminal-like	   
Ec-25_003740	chr_25	2096		putative ATP-dependent proteinase possible LON protease	GO:0004176,GO:0006508
Ec-25_003760	chr_25	2851		Amino acid transporter transmembrane	   
Ec-25_003770	chr_25	3990		Strawberry notch helicase C domain	GO:0003676,GO:0004386,GO:0005524
Ec-25_003780	chr_25	1958		Small GTPase superfamily	GO:0005525,GO:0007264
Ec-25_003790	chr_25	3474		Pentatricopeptide repeat	   
Ec-25_003800	chr_25	1736		Light harvesting complex protein	GO:0016020,GO:0009765
Ec-25_003810	chr_25	3640		expressed unknown protein	   
Ec-26_000010	chr_26	9010		Armadillo-type fold	GO:0005488
Ec-26_000020	chr_26	1659		beta-1,2-glucan production associated transmembrane protein	   
Ec-26_000030	chr_26	117		Hypothetical protein	   
Ec-26_000040	chr_26	4312	GBG-gametophyte	Hypothetical protein	   
Ec-26_000050	chr_26	1164		Hypothetical protein	   
Ec-26_000060	chr_26	3797	GBG-gametophyte	 	NA
Ec-26_000070	chr_26	834		Zinc finger CCHC-type	GO:0003676,GO:0008270
Ec-26_000080	chr_26	1878	GBG-gametophyte	MULE transposase domain	   
Ec-26_000090	chr_26	726		Hypothetical protein	   
Ec-26_000100	chr_26	975		conserved unknown protein	   
Ec-26_000110	chr_26	270		hypothetical protein	   
Ec-26_000120	chr_26	4232		Ketose-bisphosphate aldolase class-II	GO:0005975,GO:0008270,GO:0016832
Ec-26_000130	chr_26	2047		S-adenosyl-L-methionine-dependent methyltransferase	GO:0016429,GO:0030488 
Ec-26_000140	chr_26	1613		Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413,GO:0003755,GO:0006457
Ec-26_000150	chr_26	466		expressed unknown protein	   
Ec-26_000160	chr_26	2778	SBG-male	hypothetical protein	   
Ec-26_000170	chr_26	3919		Endonuclease/exonuclease/phosphatase	   
Ec-26_000180	chr_26	1708		expressed unknown protein	   
Ec-26_000190	chr_26	1506		Glycosyl transferase family 31	GO:0006486,GO:0008378,GO:0016020
Ec-26_000200	chr_26	11390		Myosin head motor domain	GO:0003774,GO:0005524,GO:0016459
Ec-26_000210	chr_26	1588		Hypothetical protein	   
Ec-26_000220	chr_26	1752		Triose-phosphate transporter domain	   
Ec-26_000230	chr_26	259		Hypothetical protein	   
Ec-26_000240	chr_26	1693		putative serine protease inhibitor	GO:0009611,GO:0004867
Ec-26_000250	chr_26	1986		Zinc finger RING-type	GO:0005515,GO:0008270
Ec-26_000260	chr_26	231		Hypothetical protein	   
Ec-26_000270	chr_26	2446		Zinc finger RING/FYVE/PHD-type	GO:0005515,GO:0008270 
Ec-26_000280	chr_26	633		Alpha/beta hydrolase fold-1	   
Ec-26_000290	chr_26	1943		Prolyl 4-hydroxylase alpha subunit	GO:0005506,GO:0016705,GO:0031418,GO:0055114
Ec-26_000300	chr_26	2238	GBG-sporophyte	expressed unknown protein	   
Ec-26_000310	chr_26	3813	GBG-sporophyte	Catalase alternative name: imm downregulated 7 (IDW7)	GO:0006979,GO:0020037,GO:0004601,GO:0006118,GO:0055114
Ec-26_000330	chr_26	3305		GAF domain	GO:0005515
Ec-26_000340	chr_26	1422		Nucleotide-binding alpha-beta plait domain	GO:0000166
Ec-26_000350	chr_26	1072		Carbon-nitrogen hydrolase	GO:0006807,GO:0016810
Ec-26_000370	chr_26	2092		P-loop containing nucleoside triphosphate hydrolase	GO:0005634,GO:0005737,GO:0016787,GO:0030163
Ec-26_000380	chr_26	934		Hypothetical protein	   
Ec-26_000390	chr_26	6522		Bromodomain	GO:0005515
Ec-26_000400	chr_26	5340		P-loop containing nucleoside triphosphate hydrolase	GO:0003676
Ec-26_000410	chr_26	1919		EsV-1-7	GO:0016491,GO:0055114
Ec-26_000420	chr_26	1314		hypothetical protein	   
Ec-26_000430	chr_26	1992		EsV-1-7 domain protein	NA
Ec-26_000460	chr_26	1095		expressed unknown protein	   
Ec-26_000470	chr_26	1893		expressed unknown protein	   
Ec-26_000480	chr_26	1923		P-loop containing nucleoside triphosphate hydrolase	   
Ec-26_000490	chr_26	1836		Protein of unknown function DUF1499	   
Ec-26_000500	chr_26	2162		P-loop containing nucleoside triphosphate hydrolase	GO:0005525,GO:0005622
Ec-26_000510	chr_26	1053		COX17 homolog cytochrome c oxidase assembly protein	GO:0005507,GO:0005758,GO:0006825,GO:0016531
Ec-26_000520	chr_26	11032		expressed unknown protein	GO:0005515,GO:0016020,GO:0016192
Ec-26_000530	chr_26	5157		hypothetical protein	GO:0005524,GO:0016887
Ec-26_000540	chr_26	9143		Nucleotide-binding alpha-beta plait domain	GO:0000166
Ec-26_000550	chr_26	1173		Harbinger transposase-derived nuclease domain	   
Ec-26_000560	chr_26	2452		Centrosomal protein of 290kDa	GO:0005634,GO:0005813,GO:0060271
Ec-26_000570	chr_26	2736		Ribosomal L11 methyltransferase PrmA	GO:0005737,GO:0006479,GO:0008276
Ec-26_000580	chr_26	8582		membrane acyl-CoA binding protein 	NA
Ec-26_000590	chr_26	1274	GBG-gametophyte	Hypothetical protein	   
Ec-26_000600	chr_26	3171	GBG-gametophyte	PSP1 C-terminal	   
Ec-26_000610	chr_26	7735		WD40/YVTN repeat-like-containing domain	GO:0005515
Ec-26_000620	chr_26	587	SBG-female	expressed unknown protein	   
Ec-26_000630	chr_26	3251	GBG-sporophyte	Hypothetical protein	   
Ec-26_000640	chr_26	573		hypothetical protein	   
Ec-26_000660	chr_26	588		P-loop containing nucleoside triphosphate hydrolase	NA
Ec-26_000670	chr_26	324		Hypothetical protein	   
Ec-26_000680	chr_26	2458	GBG-gametophyte	expressed unknown protein	   
Ec-26_000690	chr_26	2952		conserved unknown protein	GO:0016020,GO:0030154
Ec-26_000700	chr_26	1371		conserved unknown protein	GO:0016020,GO:0030154
Ec-26_000710	chr_26	21936	SBG-male	Dynein heavy chain domain-2	NA
Ec-26_000720	chr_26	3734		Pleckstrin homology domain	NA
Ec-26_000730	chr_26	2375		Nucleolar complex protein 2	   
Ec-26_000740	chr_26	5191		SET domain	GO:0005515
Ec-26_000760	chr_26	2759		hypothetical protein	   
Ec-26_000770	chr_26	4147		Kelch-type beta propeller	GO:0005515
Ec-26_000780	chr_26	2161		EsV-1-163	   
Ec-26_000790	chr_26	7868		Zinc finger RING/FYVE/PHD-type	GO:0005515,GO:0008270
Ec-26_000800	chr_26	3266		3-Phosphoshikimate 1-Carboxyvinyltransferase	GO:0003824,GO:0003866
Ec-26_000810	chr_26	1507		Zinc finger RanBP2-type	GO:0008270
Ec-26_000840	chr_26	829		Peroxisomal biogenesis factor 11	GO:0005779,GO:0016559
Ec-26_000850	chr_26	2689	GBG-sporophyte	Protein of unknown function DUF3593	NA
Ec-26_000860	chr_26	3169		Transcriptional coactivator Hfi1/Transcriptional adapter 1	GO:0070461
Ec-26_000870	chr_26	472		Translation initiation factor IF6	GO:0042256,GO:0043022
Ec-26_000880	chr_26	1407		Translation initiation factor IF6	GO:0042256,GO:0043022
Ec-26_000890	chr_26	2157		Peptidase M24 structural domain	GO:0006508,GO:0008235,GO:0009987
Ec-26_000900	chr_26	1801		Aminopeptidase P N-terminal	GO:0004177,GO:0030145
Ec-26_000910	chr_26	1776	SBG-male	MORN motif	   
Ec-26_000920	chr_26	1644		Aldehyde dehydrogenase	GO:0008152,GO:0016491,GO:0055114
Ec-26_000930	chr_26	3901		hypothetical protein	   
Ec-26_000940	chr_26	2264		WW domain	GO:0005515
Ec-26_000950	chr_26	1414		expressed unknown protein	   
Ec-26_000960	chr_26	1883		Alpha/beta knot methyltransferases	GO:0003723,GO:0006396,GO:0008173
Ec-26_000980	chr_26	5136		Anoctamin	   
Ec-26_000990	chr_26	856		Inositol monophosphatase	GO:0046854
Ec-26_001000	chr_26	3069		conserved unknown protein	   
Ec-26_001010	chr_26	792		conserved unknown protein	   
Ec-26_001020	chr_26	2932		expressed unknown protein	   
Ec-26_001030	chr_26	1785		EsV-1-7 domain protein	NA
Ec-26_001040	chr_26	1405		conserved secreted protein	GO:0016020,GO:0030154
Ec-26_001050	chr_26	214		Hypothetical protein	   
Ec-26_001060	chr_26	2145		Serine/threonine/dual specificity protein kinase catalytic  domain	GO:0004672,GO:0005524,GO:0006468
Ec-26_001070	chr_26	1785		hypothetical protein	   
Ec-26_001080	chr_26	1445		tRNA/rRNA methyltransferase SpoU type	GO:0003723,GO:0006396,GO:0008173
Ec-26_001090	chr_26	3629		hypothetical protein	   
Ec-26_001100	chr_26	2765		GroEL-like apical domain	GO:0005524,GO:0006457,GO:0051082
Ec-26_001110	chr_26	3004		EsV-1-7 domain protein	NA
Ec-26_001120	chr_26	165		hypothetical protein	GO:0005515,GO:0005524,GO:0044267
Ec-26_001130	chr_26	4161		Zinc/iron permease	GO:0016020,GO:0030001,GO:0046873,GO:0055085
Ec-26_001140	chr_26	2033		Mitochondrial ubiquitin ligase activator of NFKB 1	GO:0004842,GO:0007005
Ec-26_001150	chr_26	4564		Pentatricopeptide repeat	   
Ec-26_001160	chr_26	1914		Zn(2)-C6 fungal-type DNA-binding domain	GO:0000981,GO:0005634,GO:0006355,GO:0008270
Ec-26_001170	chr_26	2214		P-loop containing nucleoside triphosphate hydrolase	GO:0003677,GO:0004003,GO:0005524,GO:0006281
Ec-26_001180	chr_26	907		Hypothetical protein	   
Ec-26_001190	chr_26	615		expressed unknown protein	   
Ec-26_001200	chr_26	4197		Plastid lipid-associated protein/fibrillin conserved domain	GO:0005198 
Ec-26_001210	chr_26	642	GBG-gametophyte	hypothetical protein	   
Ec-26_001220	chr_26	3583	SBG-female,GBG-sporophyte	hypothetical protein	   
Ec-26_001230	chr_26	1055	GBG-sporophyte	Hypothetical protein	   
Ec-26_001240	chr_26	1637		Radical SAM	GO:0003824,GO:0051536
Ec-26_001250	chr_26	1044		Ovarian tumour otubain	   
Ec-26_001260	chr_26	1546		expressed unknown protein	   
Ec-26_001270	chr_26	3429		Zinc finger RanBP2-type	GO:0008270
Ec-26_001280	chr_26	4309		1-acyl-sn-glycerol-3-phosphate acyltransferase	   
Ec-26_001290	chr_26	1497		expressed unknown protein	   
Ec-26_001300	chr_26	999		conserved unknown protein	   
Ec-26_001310	chr_26	2509		DNA-binding domain	GO:0003677
Ec-26_001320	chr_26	2130		expressed unknown protein	   
Ec-26_001330	chr_26	811		Hypothetical protein	   
Ec-26_001340	chr_26	1144		expressed unknown protein	   
Ec-26_001350	chr_26	1887		tRNAHis guanylyltransferase Thg1	GO:0000287,GO:0006400,GO:0008193
Ec-26_001360	chr_26	1314		hypothetical protein	   
Ec-26_001370	chr_26	4130		conserved unknown protein	   
Ec-26_001380	chr_26	2274		expressed unknown protein	   
Ec-26_001390	chr_26	3284		expressed unknown protein	   
Ec-26_001400	chr_26	282		hypothetical protein	   
Ec-26_001410	chr_26	1481		Hypothetical protein	   
Ec-26_001420	chr_26	707		Hypothetical protein	   
Ec-26_001430	chr_26	2128		S-adenosyl-L-methionine-dependent methyltransferase	GO:0008168 
Ec-26_001440	chr_26	3975		conserved unknown protein	NA
Ec-26_001450	chr_26	1542	SBG-female,GBG-sporophyte	Zinc/iron permease	GO:0016020,GO:0030001,GO:0046873,GO:0055085
Ec-26_001460	chr_26	986		conserved unknown protein	   
Ec-26_001470	chr_26	1054		Plastid lipid-associated protein/fibrillin conserved domain	GO:0005198
Ec-26_001480	chr_26	1927		hypothetical protein	   
Ec-26_001490	chr_26	4798		KA1 domain/Ssp2 C-terminal domain	GO:0004674,GO:0005524,GO:0006468
Ec-26_001500	chr_26	1239		Serine/threonine/dual specificity protein kinase catalytic  domain	GO:0004672,GO:0005524,GO:0006468
Ec-26_001520	chr_26	3444		N-terminal acetyltransferase A auxiliary subunit	   
Ec-26_001530	chr_26	603		expressed unknown protein	   
Ec-26_001540	chr_26	1820		hypothetical protein	   
Ec-26_001550	chr_26	1591	GBG-sporophyte	Nucleotide-diphospho-sugar transferase	   
Ec-26_001560	chr_26	2337	GBG-sporophyte	Nucleotide-diphospho-sugar transferase	   
Ec-26_001570	chr_26	1830	GBG-sporophyte	expressed unknown protein	   
Ec-26_001580	chr_26	1907	GBG-sporophyte	P-loop containing nucleoside triphosphate hydrolase	   
Ec-26_001590	chr_26	2329	GBG-sporophyte	hypothetical protein	   
Ec-26_001600	chr_26	820	GBG-sporophyte	hypothetical protein	   
Ec-26_001610	chr_26	3231		expressed unknown protein	   
Ec-26_001620	chr_26	4908		Peptidase S8 and S53 subtilisin kexin sedolisin	NA
Ec-26_001630	chr_26	873	SBG-male,GBG-sporophyte	expressed unknown protein	   
Ec-26_001640	chr_26	331		hypothetical protein	   
Ec-26_001650	chr_26	4684	GBG-sporophyte	ABC transporter-like	GO:0005524,GO:0016887
Ec-26_001660	chr_26	5553		P-loop containing nucleoside triphosphate hydrolase	GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0042626
Ec-26_001670	chr_26	5019		P-loop containing nucleoside triphosphate hydrolase	GO:0006810,GO:0005524,GO:0042626,GO:0016021,GO:0016887
Ec-26_001680	chr_26	2422		hypothetical protein	   
Ec-26_001690	chr_26	3028		conserved unknown protein	   
Ec-26_001700	chr_26	1238		Peptidyl-tRNA hydrolase	GO:0004045
Ec-26_001710	chr_26	135		Hypothetical protein	   
Ec-26_001720	chr_26	4268		expressed unknown protein	   
Ec-26_001730	chr_26	807		Ribosomal protein L39e domain	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Ec-26_001740	chr_26	2644		Phox homologous domain	GO:0035091
Ec-26_001750	chr_26	2985		Zinc finger RING/FYVE/PHD-type	   
